Brand_Name,AVG ROI,Volatility
coinbase,0.21840567152176507,8.249959612129048
airbnb,0.18391341539015793,4.297838941006859
nvidia,0.14943665871087378,4.503663312245772
apple,0.1257926649492978,2.3274601689330523
uber,0.10669683206639723,4.38463054165845
mastercard,0.10465146618283615,2.3156052257764683
logitech,0.10433691587922209,2.2999683582592354
fedex,0.09255955631997198,2.4402852488339897
roblox,0.08863761868314678,6.70994235239168
